YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,QV2M
2019,4,14,28.28,35.98,22.72,0.27,15.14
2019,4,15,28.29,35.55,22.53,0.42,14.34
2019,4,16,27.4,33.22,23.94,3.33,16.3
2019,4,17,26.46,32.34,23.17,12.05,17.46
2019,4,18,27.51,34.21,22.73,1.71,15.14
2019,4,19,27.26,33.53,22.63,1.17,15.93
2019,4,20,27.23,33.88,22.92,3.11,16.17
2019,4,21,26.96,34,22.26,2.46,15.08
2019,4,22,27.73,34.34,22.58,1.25,16.3
2019,4,23,28.04,34.47,23.47,1.47,16.42
2019,4,24,27.58,34.37,23.05,1.82,16.3
2019,4,25,27.37,33.43,23.96,9.23,16.66
2019,4,26,25.54,30.34,22.76,3.21,15.5
2019,4,27,27.27,34.37,21.94,1.34,14.83
2019,4,28,28.26,36.15,22.73,2.53,15.56
2019,4,29,27.41,33.5,22.71,9.79,16.54
2019,4,30,27.48,33.98,23.37,3.01,17.21
2019,5,1,27.4,32.87,23.23,1.83,17.27
2019,5,2,27.06,31.24,24.12,2.2,18.25
2019,5,3,27.07,31.65,24.35,3.85,18.19
2019,5,4,27.24,33.57,23.05,2.9,16.78
2019,5,5,26.94,32.29,23.44,1.27,16.85
2019,5,6,27.93,34.68,23.45,0.22,16.3
2019,5,7,28.19,35.21,22.73,0.01,16.17
2019,5,8,27.49,32.45,24.26,0.01,15.99
2019,5,9,28.76,36.65,22.71,0,15.38
2019,5,10,29.37,37.54,23.58,0,15.62
2019,5,11,29.34,36.97,23.73,0.03,15.44
2019,5,12,28.78,35.69,24.15,0.54,16.54
2019,5,13,28.79,35.97,23.87,0.34,16.05
2019,5,14,29.12,36.64,23.59,0.3,16.36
2019,5,15,29.46,36.71,24.02,0.11,15.93
2019,5,16,28.88,35.62,24.71,2.84,16.91
2019,5,17,27.3,31.89,24.51,2.38,18.01
2019,5,18,27.12,31.87,23.87,2.66,17.58
2019,5,19,28.06,35.28,22.4,1.82,15.93
2019,5,20,28.22,34.25,23.73,1.22,16.54
2019,5,21,27.98,33.98,23.76,2.15,16.6
2019,5,22,27.85,34.43,23.3,2.31,16.3
2019,5,23,27.38,32.81,23.63,4.78,17.7
2019,5,24,27.37,33.01,23.98,2.67,17.03
2019,5,25,27.47,33.72,23.04,2.06,16.85
2019,5,26,28.45,35.63,23.03,0.35,16.72
2019,5,27,28.78,35.49,23.3,0.22,16.91
2019,5,28,29.02,35.01,24.84,0.52,17.46
2019,5,29,28.79,34.4,24.93,1.48,17.94
2019,5,30,27.85,33.85,24.37,2.3,16.97
2019,5,31,27.7,33.95,24.18,0.57,16.05
2019,6,1,27.76,34.12,23.81,0.53,15.44
2019,6,2,28.03,34.56,23.86,1.8,15.99
2019,6,3,27.72,33.44,24.13,5.06,16.85
2019,6,4,27.06,32.08,24.12,3.81,16.97
2019,6,5,26.73,31.44,23.73,5.82,17.82
2019,6,6,26.58,31.62,23.68,8.45,18.07
2019,6,7,25.88,29.79,23.47,9.47,17.58
2019,6,8,26.69,32.92,23.26,4.43,16.42
2019,6,9,26.98,32.35,22.98,2.39,17.03
2019,6,10,27.17,33.34,23.61,2.77,16.42
2019,6,11,27.42,33.67,23.37,2.44,16.72
2019,6,12,27.64,33.65,23.51,1.97,16.54
2019,6,13,26.94,31.22,24.23,1.91,16.42
2019,6,14,27.31,34.76,23.05,2.44,14.04
2019,6,15,27.44,34.22,22.55,1.2,15.08
2019,6,16,27.7,32.69,24.19,0,16.48
2019,6,17,27.19,31.52,24.26,0,16.36
2019,6,18,27.84,33.23,24.4,0,16.48
2019,6,19,27.74,33.07,24.06,0,16.24
2019,6,20,26.44,29.88,24.12,0.19,15.08
2019,6,21,27.18,32.23,23.76,0.37,15.26
2019,6,22,27.66,33.4,24.52,0.34,15.38
2019,6,23,27.98,33.88,24,0.16,15.81
2019,6,24,27.98,33.68,24.02,1.5,17.15
2019,6,25,27.05,31.55,23.94,0.77,16.91
2019,6,26,27.25,33.44,23.79,0,15.93
2019,6,27,27.83,33.79,23.88,0,16.05
2019,6,28,28.26,36.06,22.83,0,14.89
2019,6,29,28.27,36.08,22.87,0,14.47
2019,6,30,27.27,32.15,23.78,0.01,15.08
2019,7,1,27.38,33.23,23.62,0.1,15.81
2019,7,2,27.69,33.85,24.02,0.17,16.24
2019,7,3,27.76,33.69,24.14,0.3,16.48
2019,7,4,27.77,34.09,23.65,0.14,16.11
2019,7,5,27.05,31.66,23.76,1.53,16.42
2019,7,6,27.19,33.14,23.61,1.52,16.42
2019,7,7,27.69,35.3,23.26,0.36,15.14
2019,7,8,28.62,36.62,22.89,0.64,15.14
2019,7,9,26.92,32.6,23.14,7.28,15.93
2019,7,10,26.53,33.88,21.38,6.53,15.38
2019,7,11,26.56,32.42,22.61,4.33,16.36
2019,7,12,27.32,34.38,22.11,4.99,16.17
2019,7,13,26.29,31.52,23.04,8.05,17.21
2019,7,14,26.69,33.34,22.41,3.19,15.93
2019,7,15,26.23,31.82,22.55,2.89,15.56
2019,7,16,26.14,31.4,22.61,4.29,16.42
2019,7,17,26.59,32.51,22.85,2.66,16.3
2019,7,18,26.75,32.87,23.24,4.68,16.05
2019,7,19,26.41,31.25,23.84,5.65,15.56
2019,7,20,26.5,31.87,23.31,0.72,14.59
2019,7,21,26.16,31.96,22.05,2.46,14.22
2019,7,22,26.13,32.12,22.24,1.34,14.89
2019,7,23,26.05,31.64,22.35,0.19,14.16
2019,7,24,26.8,33.94,21.94,1.11,14.59
2019,7,25,26.39,31.97,22.66,2.05,16.3
2019,7,26,26.12,31.62,22.44,0.55,15.81
2019,7,27,26.16,33.25,21.66,0.11,14.59
2019,7,28,26.59,33.12,22.15,0.09,14.4
2019,7,29,27.01,34.98,21.48,0.21,14.1
2019,7,30,27.01,33.36,22.28,0.65,15.56
2019,7,31,27.4,34.58,22.53,1.21,15.69
2019,8,1,26.18,30.54,23.44,4.28,16.91
2019,8,2,27.13,34.16,22.48,1.04,14.47
2019,8,3,26.65,32.24,23.3,0.53,16.36
2019,8,4,27.43,34.65,23.05,1.54,15.62
2019,8,5,25.92,30.7,22.83,7.17,16.3
2019,8,6,26.52,32.23,23.56,4.29,16.78
2019,8,7,25.9,30.62,23.33,3.56,16.48
2019,8,8,25.48,30.03,22.66,10.26,16.05
2019,8,9,26.33,32.72,22.35,3.77,15.5
2019,8,10,25.55,31.15,22.26,7.65,15.26
2019,8,11,25.98,32.44,21.08,7.58,15.08
2019,8,12,25.51,30.86,22.26,3.16,15.38
2019,8,13,25.02,29.53,22.42,11.99,15.69
2019,8,14,25.87,31.76,22.03,3.2,15.75
2019,8,15,26.35,32.17,22.36,0.59,15.81
2019,8,16,25.57,30.95,22.28,10.6,15.69
2019,8,17,25.04,30.68,20.99,6.14,15.2
2019,8,18,26.33,33.65,20.66,2.54,15.14
2019,8,19,25.88,31.15,22.48,4.78,16.72
2019,8,20,25.83,31.5,22.44,4.28,16.78
2019,8,21,26.27,32.44,22.44,3.23,15.69
2019,8,22,25.58,30.69,22.6,3.91,15.75
2019,8,23,24.8,29.75,21.75,5.56,15.2
2019,8,24,25.22,30.73,21.65,3.86,15.26
2019,8,25,24.75,29.58,21.79,3.96,14.53
2019,8,26,24.53,29.32,21.16,3.33,14.89
2019,8,27,25.44,31.04,21.6,2.67,15.32
2019,8,28,25.91,31.69,22.19,5.3,16.17
2019,8,29,25.47,30.76,22.42,4.49,15.5
2019,8,30,25.38,30.76,21.89,3.13,15.2
2019,8,31,25.36,29.98,22.74,5.28,15.93
2019,9,1,24.97,28.76,22.47,9.78,16.78
2019,9,2,25.63,31.15,22.22,4.85,16.6
2019,9,3,25.43,30.23,22.6,2.3,16.85
2019,9,4,25.54,30.58,22.66,1.23,16.66
2019,9,5,25.27,29.95,22.4,3.98,16.66
2019,9,6,26.04,31.67,22.09,2.91,16.85
2019,9,7,26.19,31.57,22.49,1.76,16.54
2019,9,8,26.33,32.85,22.44,0.42,14.53
2019,9,9,27.1,34.51,21.85,1.96,15.14
2019,9,10,26.94,32.88,22.07,5.36,16.78
2019,9,11,25.69,29.94,23.06,16.67,17.52
2019,9,12,24.85,29.89,22.04,26.4,16.3
2019,9,13,24.79,29.23,21.33,9.99,16.54
2019,9,14,24.56,29.17,21.58,13.74,16.91
2019,9,15,24.9,29.25,21.98,43.86,17.7
2019,9,16,24.3,27.93,21.67,27.26,16.78
2019,9,17,24.61,29.33,21.52,11.97,16.91
2019,9,18,25.19,30.06,21.83,5.18,17.15
2019,9,19,24.59,28.76,21.49,9.72,17.09
2019,9,20,23.68,27.87,20.21,4.17,15.44
2019,9,21,24.57,28.69,21.48,2.72,16.97
2019,9,22,24.4,28.12,22.07,17.89,17.27
2019,9,23,24.41,28.38,21.83,29.24,17.4
2019,9,24,24.23,27.9,22.11,13.53,17.15
2019,9,25,24.07,27.55,21.9,19.33,17.33
2019,9,26,25.04,30.05,21.23,4.03,16.85
2019,9,27,24.22,27.74,22.05,7.94,16.85
2019,9,28,23.21,26.33,21.08,7.5,16.72
2019,9,29,23.26,26.69,20.83,9.9,15.99
2019,9,30,23.92,28.57,20.43,3.26,16.42
2019,10,1,24.45,29.19,20.4,3.01,16.66
2019,10,2,24.21,28.08,22,1.89,17.03
2019,10,3,24.74,28.98,21.44,4.49,17.33
2019,10,4,25.35,30.49,21.21,5.5,17.03
2019,10,5,24.7,28.75,21.87,11.04,17.09
2019,10,6,24.02,27.56,21.5,15.74,16.78
2019,10,7,24.8,29.15,21.44,10.6,16.78
2019,10,8,24.89,28.65,22.13,7.74,17.46
2019,10,9,25.53,29.86,22.62,5.78,17.7
2019,10,10,24.79,28.28,22.6,9.26,17.76
2019,10,11,24.34,27.9,21.96,7.17,17.03
2019,10,12,24.52,28.62,21.28,5.34,17.03
2019,10,13,24.98,29.11,21.9,7.83,17.64
2019,10,14,24.65,28.17,22.36,4.81,17.76
2019,10,15,24.3,27.01,22.45,8.79,17.76
2019,10,16,23.94,27.54,21.56,18.7,17.4
2019,10,17,23.68,26.22,21.62,10.39,17.4
2019,10,18,24.39,28.44,21.83,3.24,17.21
2019,10,19,23.95,27.04,21.76,15.05,17.52
2019,10,20,23.92,26.9,21.87,14.75,17.58
2019,10,21,24.68,28.68,22.15,39.42,18.01
2019,10,22,24.62,28.9,21.49,10.25,17.09
2019,10,23,24.68,29.39,21.16,7.6,17.33
2019,10,24,23.92,26.67,21.86,39.38,17.64
2019,10,25,23.48,26.35,21.38,9.63,16.78
2019,10,26,23.2,25.82,20.77,20.82,16.48
2019,10,27,22.91,25.26,21.33,32.84,17.09
2019,10,28,23.15,26.54,20.18,21.04,16.85
2019,10,29,23.4,25.66,21.73,40.2,17.88
2019,10,30,23.5,26.08,21.55,14.33,17.64
2019,10,31,24.54,29.17,20.62,6.45,17.03
2019,11,1,24.31,27.81,21.76,8.71,17.7
2019,11,2,23.34,25.98,21.08,7.85,16.17
2019,11,3,22.64,25.89,19.51,7.03,15.26
2019,11,4,24.72,28.89,20.54,8.79,16.66
2019,11,5,24.21,27.14,22.14,7.03,17.64
2019,11,6,25.15,30.01,20.98,2.22,16.91
2019,11,7,24.91,28.89,21.29,2.12,17.03
2019,11,8,25.12,29.99,20.58,4.1,16.97
2019,11,9,24.79,28.19,21.99,9.07,18.13
2019,11,10,24.93,28.62,22.38,7.72,18.25
2019,11,11,24.41,27.16,22.29,3.65,17.46
2019,11,12,24.1,28.21,21.24,0.83,16.91
2019,11,13,23.79,27.58,20.73,1.4,16.97
2019,11,14,24.09,28.39,20.48,1.12,16.91
2019,11,15,24.4,27.8,21.76,11.59,18.19
2019,11,16,24.51,27.45,22.79,7.34,18.37
2019,11,17,24.54,28.27,21.37,2.23,17.82
2019,11,18,23.77,26.94,20.55,6.82,17.58
2019,11,19,24.28,27.76,21.91,9.4,17.94
2019,11,20,23.9,27.61,21.18,2.44,17.27
2019,11,21,23.92,27.94,20.71,3.65,17.15
2019,11,22,23.53,26.05,21.87,24.45,17.52
2019,11,23,24.15,26.06,22.62,20.19,18.74
2019,11,24,24.17,26.6,22.43,36.23,18.43
2019,11,25,24.05,27.28,21.95,14.74,17.76
2019,11,26,23.87,27.24,21.69,10.9,17.76
2019,11,27,24.15,27.12,21.28,15.09,18.43
2019,11,28,24.48,27.12,22.54,25.88,18.86
2019,11,29,24.47,27.39,22.33,24.81,18.43
2019,11,30,24.08,26.94,21.85,35.57,17.94
2019,12,1,23.95,27.8,21.14,19.99,17.21
2019,12,2,23.37,26.36,21.3,17.58,17.4
2019,12,3,22.92,25.25,20.86,15.52,16.72
2019,12,4,23.65,25.46,22.35,31.74,18.01
2019,12,5,23.68,25.8,21.9,29.63,18.19
2019,12,6,23.1,25.44,21.41,20.41,17.46
2019,12,7,23.31,25.9,21.62,1.38,17.46
2019,12,8,23,24.33,21.72,8.19,17.64
2019,12,9,23.68,25.14,22.2,18.03,18.55
2019,12,10,23.91,26.85,22.38,9.34,18.07
2019,12,11,23.58,26.9,21.44,5.14,17.52
2019,12,12,22.76,25.53,20.62,1.31,16.85
2019,12,13,23.33,26.71,20.65,1.88,17.15
2019,12,14,23.2,26.53,20.75,3.09,17.15
2019,12,15,23.16,26.69,20.84,1.28,16.91
2019,12,16,22.95,26.68,19.7,1.8,16.66
2019,12,17,23.56,26.47,21.31,16.17,17.7
2019,12,18,24.05,26.87,22.37,18.55,18.19
2019,12,19,23.9,26.25,22.44,31.79,18.25
2019,12,20,23.87,26.94,21.97,30.03,17.94
2019,12,21,23.51,25.93,21.38,43.26,17.88
2019,12,22,23.77,25.77,22.4,11.11,18.31
2019,12,23,23.85,25.21,22.61,18.51,18.68
2019,12,24,24.14,27.55,21.55,0.61,17.82
2019,12,25,23.4,27.01,20.83,1.7,17.33
2019,12,26,22.48,26.61,19.25,0.5,15.81
2019,12,27,22.08,26.58,17.92,0.37,15.5
2019,12,28,22.35,26.61,19.19,0.1,15.75
2019,12,29,21.71,26.05,17.97,0.02,14.89
2019,12,30,22.22,26.73,18.25,0.04,15.38
2019,12,31,23.4,27.86,19.69,0.26,16.91
2020,1,1,23.75,27.67,20.71,1.52,17.4
2020,1,2,23.8,27.53,21.21,11.12,17.64
2020,1,3,23.89,27.62,21.43,2.88,17.58
2020,1,4,23.58,27.62,20.61,1.48,17.03
2020,1,5,23.12,27.4,19.54,1.62,16.85
2020,1,6,23.3,26.99,20.34,4.68,17.09
2020,1,7,23.48,26.92,20.78,7.44,17.15
2020,1,8,23.1,27.02,19.95,2.08,16.54
2020,1,9,22.58,26.95,19.39,0.14,15.93
2020,1,10,21.7,26.42,17.34,0.52,14.71
2020,1,11,22.94,26.95,19.18,3.22,16.72
2020,1,12,23.37,27.15,19.64,0.85,16.78
2020,1,13,21.62,26.57,17.84,0.01,14.34
2020,1,14,21.03,26.38,16.59,0,13.61
2020,1,15,21.02,26.51,16.07,0.02,13.49
2020,1,16,22.31,27.33,17.89,3.42,15.81
2020,1,17,23.16,27.36,20.14,3.64,16.66
2020,1,18,23.36,27.57,20.3,1.62,16.91
2020,1,19,23.6,27.51,20.6,8.07,17.4
2020,1,20,23.69,27.27,21.12,5.07,17.27
2020,1,21,23.8,27.32,20.99,7.38,17.4
2020,1,22,24.23,27.26,22.58,11.88,18.19
2020,1,23,23.8,26.55,22.13,6.18,17.82
2020,1,24,23.55,27.21,20.93,1.62,16.97
2020,1,25,22.87,27.33,19.45,0.33,15.93
2020,1,26,22.12,26.98,18.01,0.01,15.08
2020,1,27,21.62,26.65,17.65,0,14.16
2020,1,28,21.73,26.74,17.74,0,13.79
2020,1,29,21.77,27.05,17.55,0,14.28
2020,1,30,21.92,27.02,17.86,0,14.59
2020,1,31,21.58,26.87,16.51,0.01,14.59
2020,2,1,21.53,26.45,17.65,0.01,14.4
2020,2,2,21.98,26.73,18.08,0.02,14.65
2020,2,3,22.18,26.96,18,0,15.38
2020,2,4,22.62,27.21,18.85,0.03,16.11
2020,2,5,22.95,27.5,20.11,0.16,16.24
2020,2,6,22.98,27.44,19.65,0.05,16.05
2020,2,7,22.76,27.65,19.42,0,15.32
2020,2,8,22.54,28.21,18.02,0,14.95
2020,2,9,21.8,27.07,17.56,0.02,14.34
2020,2,10,22.33,27.35,17.56,0.18,15.01
2020,2,11,22.99,27.39,19.5,1.57,15.99
2020,2,12,24.05,27.89,21.55,4.84,17.46
2020,2,13,23.9,27.81,21.48,1.82,16.97
2020,2,14,23.26,26.55,21,1.87,16.85
2020,2,15,23.9,29.37,19.66,0.07,16.6
2020,2,16,23.41,28.3,19.37,0.22,16.42
2020,2,17,22.43,27.15,18.01,0.11,15.14
2020,2,18,21.18,27.07,16.3,0,13.49
2020,2,19,21.63,27.44,16.29,0.04,14.22
2020,2,20,23.44,28.2,19.09,5.71,16.54
2020,2,21,24.66,27.74,22.13,10.44,18.31
2020,2,22,24.37,27.56,22.07,5.86,17.7
2020,2,23,23.87,28.28,21.51,3.22,16.97
2020,2,24,24.12,28.7,21.35,1.36,17.15
2020,2,25,24.07,28.48,21.05,0.6,17.03
2020,2,26,23.39,27.29,19.98,0,16.54
2020,2,27,23.3,28.68,19.31,0.01,16.36
2020,2,28,23.25,28.24,19.29,0,15.38
2020,2,29,23.48,28.52,19.37,0,15.69
2020,3,1,23.76,28.8,19.88,0,16.11
2020,3,2,24.16,29.78,19.94,0.04,15.99
2020,3,3,24.08,30.08,19.76,0.16,15.2
2020,3,4,24.14,30.08,19.21,0,15.2
2020,3,5,24.11,30.09,19.61,0.22,15.75
2020,3,6,24.29,29.85,19.95,1.56,16.66
2020,3,7,24.54,30.14,20.3,2.2,16.42
2020,3,8,24.41,30.05,20.26,0.79,16.24
2020,3,9,24.3,30.31,19.87,0.73,15.69
2020,3,10,24.07,30.31,19.59,0.77,15.44
2020,3,11,24.03,30.25,19.58,0.72,15.14
2020,3,12,23.93,30.18,19.55,0.11,15.01
2020,3,13,24.14,30.62,18.96,0.09,15.26
2020,3,14,24.67,31.48,19.11,0.07,15.44
2020,3,15,24.97,31.09,19.75,0.13,16.05
2020,3,16,25.44,31.02,21,1.04,17.21
2020,3,17,25.43,30.33,21.36,5.3,17.33
2020,3,18,25.3,29.57,22.39,0.81,17.52
2020,3,19,25.45,30.7,21.42,0.44,16.72
2020,3,20,25.31,31.46,20.58,0.11,14.83
2020,3,21,25.44,32.09,20.67,0.05,14.83
2020,3,22,25.31,32.54,20.02,0.05,14.34
2020,3,23,24.97,31.98,19.85,0.08,14.89
2020,3,24,24.81,31.64,19.17,0.77,15.44
2020,3,25,25.33,32.04,20.59,0.29,15.14
2020,3,26,24.05,30.2,19.26,0.37,14.22
2020,3,27,24.85,31.93,19.59,0.85,14.59
2020,3,28,25.57,33.37,19.32,0.02,14.04
2020,3,29,26.52,33.7,21.35,0.26,15.75
2020,3,30,26.62,33.65,21.94,0.92,16.05
2020,3,31,25.76,33.46,20.03,0.17,14.47
2020,4,1,25.19,33.22,19.22,0.02,13.43
2020,4,2,25.09,33.31,18.54,0.27,14.16
2020,4,3,25.84,33.15,20.35,0.48,15.38
2020,4,4,26.8,33.35,22.18,3.83,17.03
2020,4,5,27.04,33.17,22.7,3.96,17.15
2020,4,6,26.51,32.45,22.08,0.09,14.95
2020,4,7,27.46,35.22,21.44,0.16,14.4
2020,4,8,27.51,34.56,22.45,1.09,16.11
2020,4,9,27.01,33.15,22.94,1.18,16.24
2020,4,10,25.7,30.44,22.44,4.59,16.72
2020,4,11,26.68,33.56,21.83,2.27,15.87
2020,4,12,26.55,32.66,22.24,5.83,17.4
2020,4,13,26.83,33.02,22.58,3.8,17.27
2020,4,14,26.55,31.9,22.69,14.1,17.52
2020,4,15,26.57,31.48,23.06,9.73,18.13
2020,4,16,26.9,32.81,23.21,3.17,16.78
2020,4,17,26.58,32.4,22.4,3.61,17.4
2020,4,18,27.27,33.73,22.75,1.59,16.91
2020,4,19,26.97,32.99,22.99,2.38,17.21
2020,4,20,26.42,31.64,22.97,0.94,17.58
2020,4,21,26.75,31.73,23.19,1.77,18.19
2020,4,22,26.19,30.26,23.79,14.63,18.19
2020,4,23,27.08,32.34,23.24,3.33,17.88
2020,4,24,26.43,31.15,23.44,2.92,17.82
2020,4,25,27.15,33.5,22.62,4.47,17.27
2020,4,26,27.51,33.66,22.98,2.87,17.58
2020,4,27,27.99,34.23,23.55,1.88,17.88
2020,4,28,26.81,32.05,23.78,2.15,17.94
2020,4,29,27.76,33.87,22.84,3.01,17.33
2020,4,30,25.23,27.31,22.3,5.06,18.25
2020,5,1,27.53,35,20.9,3.9,15.81
2020,5,2,27.8,33.83,23.2,3.48,17.7
2020,5,3,28.42,34.94,23.87,1.72,17.52
2020,5,4,27.66,32.48,24.33,4.74,18.49
2020,5,5,27.15,31.36,24.3,4.51,17.82
2020,5,6,27.09,32.5,23.16,11.1,17.4
2020,5,7,27.3,33.42,23.2,10.19,17.76
2020,5,8,26.47,31.1,23.29,7.09,18.43
2020,5,9,26.74,30.32,24.12,14.4,18.92
2020,5,10,26.14,28.45,24.43,14.8,19.29
2020,5,11,26.09,29.09,23.73,22.71,18.92
2020,5,12,26.05,29.81,23.1,17.52,18.62
2020,5,13,26.06,30.48,21.98,4.61,17.64
2020,5,14,26.76,30.73,23.48,3.42,18.8
2020,5,15,26.48,30.51,23.3,8.83,18.8
2020,5,16,25.4,29.19,22.76,8.71,18.19
2020,5,17,26.15,30.26,23.12,6.39,18.49
2020,5,18,25.74,28.22,23.98,6.23,18.19
2020,5,19,25.1,27.67,23.48,3.62,17.46
2020,5,20,26.14,30.64,23.48,3.9,18.07
2020,5,21,25.76,30.25,23.08,1.3,16.54
2020,5,22,25.96,31.12,22.35,1.59,17.33
2020,5,23,26.15,31.38,22.87,1.52,17.52
2020,5,24,26.64,32.33,22.44,1.13,17.46
2020,5,25,25.69,29.28,23.24,1.87,16.66
2020,5,26,26.61,30.96,23.16,0.85,17.76
2020,5,27,26.12,30.09,23.59,3.61,18.43
2020,5,28,26.25,30.44,23.44,3.18,18.43
2020,5,29,25.62,29.45,23.27,4.18,18.31
2020,5,30,25.54,29.42,22.73,2.64,17.7
2020,5,31,26.83,32.23,23.25,0.43,18.13
2020,6,1,26.19,30.86,22.76,0.03,17.7
