Current Date,Next Date,HCHO reading
2019-04-12,2019-04-13,6.731434962449994e-05
2019-04-13,2019-04-14,0.000172293422113
2019-04-14,2019-04-15,0.00015592334008026902
2019-04-15,2019-04-16,0.00015482141213854974
2019-04-16,2019-04-17,0.0001478837380625452
2019-04-17,2019-04-18,0.0001442770617027697
2019-04-18,2019-04-19,-1.7637499327927978e-05
2019-04-19,2019-04-20,3.0456606050663316e-05
2019-04-20,2019-04-21,3.9441730173904633e-05
2019-04-21,2019-04-22,-2.3242276785227024e-05
2019-04-22,2019-04-23,9.566970962265698e-05
2019-04-23,2019-04-24,0.0001087346840901
2019-04-24,2019-04-25,0.0001426274278835
2019-04-25,2019-04-26,6.499855547781411e-05
2019-04-26,2019-04-27,6.499855547781411e-05
2019-04-27,2019-04-28,6.466772774257328e-05
2019-04-28,2019-04-29,0.0002504993387901
2019-04-29,2019-04-30,7.584000155358756e-05
2019-04-30,2019-05-01,7.584000155358756e-05
2019-05-01,2019-05-02,0.0001447003060889
2019-05-02,2019-05-03,8.444753962050162e-05
2019-05-03,2019-05-04,0.000243087771434
2019-05-04,2019-05-05,0.000166357540416
2019-05-05,2019-05-06,0.0001117983754452
2019-05-06,2019-05-07,0.0002294637627646
2019-05-07,2019-05-08,0.0003124401430261
2019-05-08,2019-05-09,0.0002250056587289
2019-05-09,2019-05-10,0.0002085735307819
2019-05-10,2019-05-11,0.000257059338242
2019-05-11,2019-05-12,0.0002004889109836
2019-05-12,2019-05-13,0.0001098424870683
2019-05-13,2019-05-14,0.0002129034585429
2019-05-14,2019-05-15,0.0001720079728961
2019-05-15,2019-05-16,0.0002664730031546
2019-05-16,2019-05-17,0.000201612771683
2019-05-17,2019-05-18,0.0002884037766731
2019-05-18,2019-05-19,0.0001177087880293
2019-05-19,2019-05-20,0.0001160009060384
2019-05-20,2019-05-21,0.0001336881023634
2019-05-21,2019-05-22,0.0002208001227715
2019-05-22,2019-05-23,-7.228200424818833e-05
2019-05-23,2019-05-24,0.0003105529374545
2019-05-24,2019-05-25,0.00018109004083232227
2019-05-25,2019-05-26,0.0001747951545193
2019-05-26,2019-05-27,0.0001548687249192
2019-05-27,2019-05-28,0.0001654224296495
2019-05-28,2019-05-29,0.0001982629083403
2019-05-29,2019-05-30,0.0003091327174433
2019-05-30,2019-05-31,0.0002074993984133
2019-05-31,2019-06-01,0.0002010744889855
2019-06-01,2019-06-02,0.0001620855774003
2019-06-02,2019-06-03,0.0002011201633782
2019-06-03,2019-06-04,0.000251481226227
2019-06-04,2019-06-05,0.0001980974619026
2019-06-05,2019-06-06,0.0002146064898484
2019-06-06,2019-06-07,0.0001936430479641
2019-06-07,2019-06-08,0.0002007570846963
2019-06-08,2019-06-09,0.0002396215399985
2019-06-09,2019-06-10,0.00020626461893
2019-06-10,2019-06-11,0.00021064779665552145
2019-06-11,2019-06-12,0.0001993399340494
2019-06-12,2019-06-13,6.053496474230479e-05
2019-06-13,2019-06-14,0.0002245152867965
2019-06-14,2019-06-15,0.0001245266181147
2019-06-15,2019-06-16,0.000196375949274
2019-06-16,2019-06-17,0.0001445406571932
2019-06-17,2019-06-18,9.443249258390602e-05
2019-06-18,2019-06-19,0.0001521346246326
2019-06-19,2019-06-20,0.0001972398441497
2019-06-20,2019-06-21,0.0001846460877422
2019-06-21,2019-06-22,0.0001257577767141
2019-06-22,2019-06-23,-3.001237576428592e-05
2019-06-23,2019-06-24,0.0001914609759805
2019-06-24,2019-06-25,0.0001457232699014
2019-06-25,2019-06-26,7.372090402977676e-05
2019-06-26,2019-06-27,0.0002596372495061
2019-06-27,2019-06-28,0.0001779194617772
2019-06-28,2019-06-29,0.000231226423795
2019-06-29,2019-06-30,0.0001812523492576
2019-06-30,2019-07-01,0.0001883885471587
2019-07-01,2019-07-02,0.0002023344533868
2019-07-02,2019-07-03,9.121370706522813e-05
2019-07-03,2019-07-04,0.0001753343888387
2019-07-04,2019-07-05,0.0001753343888387
2019-07-05,2019-07-06,0.0001420256129706
2019-07-06,2019-07-07,0.0002116970966375
2019-07-07,2019-07-08,0.0001988289947686
2019-07-08,2019-07-09,0.0001030618713161
2019-07-09,2019-07-10,0.00018963965739190035
2019-07-10,2019-07-11,0.0001884595836817
2019-07-11,2019-07-12,0.0001975782280741
2019-07-12,2019-07-13,0.0001594655264437
2019-07-13,2019-07-14,0.0001976478337366
2019-07-14,2019-07-15,0.000336220866302
2019-07-15,2019-07-16,0.0002017063312461791
2019-07-16,2019-07-17,0.0001116612273619
2019-07-17,2019-07-18,9.440945635086574e-05
2019-07-18,2019-07-19,5.3007591732085154e-05
2019-07-19,2019-07-20,6.854623574559979e-05
2019-07-20,2019-07-21,0.0001600487093458959
2019-07-21,2019-07-22,0.0002918239666354
2019-07-22,2019-07-23,0.0001638074897618228
2019-07-23,2019-07-24,0.0001421583182389
2019-07-24,2019-07-25,0.0001371408573407
2019-07-25,2019-07-26,7.947482663439587e-05
2019-07-26,2019-07-27,0.0002606689476769
2019-07-27,2019-07-28,0.0002823855014415
2019-07-28,2019-07-29,0.0002140706098285
2019-07-29,2019-07-30,0.0002902694324825
2019-07-30,2019-07-31,0.0001690657406119
2019-07-31,2019-08-01,0.0001755234582795
2019-08-01,2019-08-02,0.0001334335101567
2019-08-02,2019-08-03,0.0001710392138943
2019-08-03,2019-08-04,0.0002770476275012
2019-08-04,2019-08-05,-5.8506497870336726e-05
2019-08-05,2019-08-06,0.0001543679284341
2019-08-06,2019-08-07,0.0001381167840436
2019-08-07,2019-08-08,0.00019267913024771852
2019-08-08,2019-08-09,0.00019267913024771852
2019-08-09,2019-08-10,0.0002323583030374
2019-08-10,2019-08-11,0.00019920941170724335
2019-08-11,2019-08-12,0.0001648720874987
2019-08-12,2019-08-13,0.0001697566086455
2019-08-13,2019-08-14,0.0001781354587154886
2019-08-14,2019-08-15,0.0001617107501685
2019-08-15,2019-08-16,8.127829567496318e-05
2019-08-16,2019-08-17,0.0001729628946710206
2019-08-17,2019-08-18,0.00017315526274869265
2019-08-18,2019-08-19,9.694880280715724e-05
2019-08-19,2019-08-20,0.0001231442282225
2019-08-20,2019-08-21,0.0001072038762765
2019-08-21,2019-08-22,0.000223914074013
2019-08-22,2019-08-23,0.0001512430029271356
2019-08-23,2019-08-24,0.0001512430029271356
2019-08-24,2019-08-25,0.00014110359041335255
2019-08-25,2019-08-26,0.0002405474568099
2019-08-26,2019-08-27,0.00015056301157725255
2019-08-27,2019-08-28,3.879817156439453e-05
2019-08-28,2019-08-29,4.685654324449213e-05
2019-08-29,2019-08-30,0.0001017635807711
2019-08-30,2019-08-31,0.0001017635807711
2019-08-31,2019-09-01,0.0001199569514245
2019-09-01,2019-09-02,8.600879766933439e-05
2019-09-02,2019-09-03,8.479324154290963e-05
2019-09-03,2019-09-04,0.0002193736930364
2019-09-04,2019-09-05,9.402059530294833e-05
2019-09-05,2019-09-06,7.061158198466546e-05
2019-09-06,2019-09-07,0.0002029469269085
2019-09-07,2019-09-08,0.000227267915019
2019-09-08,2019-09-09,0.0001980222193968
2019-09-09,2019-09-10,0.0002873941513638
2019-09-10,2019-09-11,0.0002143623039833
2019-09-11,2019-09-12,0.00013177365079021432
2019-09-12,2019-09-13,0.00014026536154478655
2019-09-13,2019-09-14,0.0001777206364852
2019-09-14,2019-09-15,0.0001758298338639
2019-09-15,2019-09-16,0.00019705880689350726
2019-09-16,2019-09-17,3.679960787562356e-05
2019-09-17,2019-09-18,6.794723518060958e-05
2019-09-18,2019-09-19,7.855116824171623e-05
2019-09-19,2019-09-20,0.00015795032548210136
2019-09-20,2019-09-21,5.966607426039956e-05
2019-09-21,2019-09-22,6.035665491112147e-05
2019-09-22,2019-09-23,0.00013566498855624703
2019-09-23,2019-09-24,0.00012873640735174116
2019-09-24,2019-09-25,0.00010890418935023379
2019-09-25,2019-09-26,9.38387444026529e-05
2019-09-26,2019-09-27,9.38387444026529e-05
2019-09-27,2019-09-28,9.38387444026529e-05
2019-09-28,2019-09-29,7.985842905556173e-05
2019-09-29,2019-09-30,0.0001476935969498
2019-09-30,2019-10-01,0.0001354187261313
2019-10-01,2019-10-02,0.0001013253568089
2019-10-02,2019-10-03,3.625866611442237e-05
2019-10-03,2019-10-04,9.011984586265724e-05
2019-10-04,2019-10-05,4.547032960960256e-05
2019-10-05,2019-10-06,0.0001850499321187
2019-10-06,2019-10-07,8.042740955715999e-05
2019-10-07,2019-10-08,1.9520575982472e-05
2019-10-08,2019-10-09,9.107848870812606e-05
2019-10-09,2019-10-10,4.460671594527965e-05
2019-10-10,2019-10-11,0.0001980625810632
2019-10-11,2019-10-12,9.862839808990569e-05
2019-10-12,2019-10-13,6.69268465455332e-05
2019-10-13,2019-10-14,8.33783504916071e-05
2019-10-14,2019-10-15,-0.0001028267070068
2019-10-15,2019-10-16,7.07732121615169e-05
2019-10-16,2019-10-17,6.799574446630027e-05
2019-10-17,2019-10-18,7.405227428003269e-05
2019-10-18,2019-10-19,7.14315270268103e-05
2019-10-19,2019-10-20,7.402764676853107e-05
2019-10-20,2019-10-21,6.169183728517896e-05
2019-10-21,2019-10-22,5.934989075118134e-05
2019-10-22,2019-10-23,4.203095464153636e-05
2019-10-23,2019-10-24,5.803300228005558e-05
2019-10-24,2019-10-25,6.02707166691849e-05
2019-10-25,2019-10-26,3.271234379038188e-05
2019-10-26,2019-10-27,3.271234379038188e-05
2019-10-27,2019-10-28,2.415871810159405e-05
2019-10-28,2019-10-29,4.418840638256363e-06
2019-10-29,2019-10-30,5.804161446078454e-05
2019-10-30,2019-10-31,5.804161446078454e-05
2019-10-31,2019-11-01,-4.765897301695077e-06
2019-11-01,2019-11-02,7.961665078926478e-05
2019-11-02,2019-11-03,7.301303441877131e-05
2019-11-03,2019-11-04,4.7473685636969344e-05
2019-11-04,2019-11-05,0.0001025767658446
2019-11-05,2019-11-06,5.952412593517619e-05
2019-11-06,2019-11-07,0.0001244564848621
2019-11-07,2019-11-08,0.0001137354925625
2019-11-08,2019-11-09,7.83080938729596e-05
2019-11-09,2019-11-10,7.83080938729596e-05
2019-11-10,2019-11-11,7.83080938729596e-05
2019-11-11,2019-11-12,7.8603618761754e-05
2019-11-12,2019-11-13,1.1670059962981136e-05
2019-11-13,2019-11-14,9.017052121765264e-05
2019-11-14,2019-11-15,4.494364215642581e-05
2019-11-15,2019-11-16,-3.101655966020189e-05
2019-11-16,2019-11-17,7.223729487439374e-05
2019-11-17,2019-11-18,3.7091107515152544e-05
2019-11-18,2019-11-19,0.0001103087745437
2019-11-19,2019-11-20,8.99974333677621e-06
2019-11-20,2019-11-21,6.010910728483947e-05
2019-11-21,2019-11-22,9.806883275501884e-06
2019-11-22,2019-11-23,4.328150859841361e-05
2019-11-23,2019-11-24,4.328150859841361e-05
2019-11-24,2019-11-25,4.328150859841361e-05
2019-11-25,2019-11-26,4.328150859841361e-05
2019-11-26,2019-11-27,3.935682969137579e-05
2019-11-27,2019-11-28,4.281767590742512e-05
2019-11-28,2019-11-29,3.605298372024976e-05
2019-11-29,2019-11-30,3.457120731422042e-05
2019-11-30,2019-12-01,4.768876070910488e-05
2019-12-01,2019-12-02,0.0001638255012534
2019-12-02,2019-12-03,7.323522560234452e-05
2019-12-03,2019-12-04,6.087737595522602e-05
2019-12-04,2019-12-05,8.681619226445093e-05
2019-12-05,2019-12-06,8.681619226445093e-05
2019-12-06,2019-12-07,4.527902726942165e-05
2019-12-07,2019-12-08,0.00010455226426141082
2019-12-08,2019-12-09,0.00010455226426141082
2019-12-09,2019-12-10,0.00010455226426141082
2019-12-10,2019-12-11,0.00010455226426141082
2019-12-11,2019-12-12,0.00010455226426141082
2019-12-12,2019-12-13,1.824442407894158e-05
2019-12-13,2019-12-14,0.0001733404594727
2019-12-14,2019-12-15,0.0001214041228488
2019-12-15,2019-12-16,0.00010441870698465264
2019-12-16,2019-12-17,0.0001236924520403
2019-12-17,2019-12-18,9.639209714203265e-05
2019-12-18,2019-12-19,9.639209714203265e-05
2019-12-19,2019-12-20,9.639209714203265e-05
2019-12-20,2019-12-21,9.639209714203265e-05
2019-12-21,2019-12-22,0.0001091703646101854
2019-12-22,2019-12-23,0.0001091703646101854
2019-12-23,2019-12-24,2.2194257638252324e-05
2019-12-24,2019-12-25,2.117652741735389e-05
2019-12-25,2019-12-26,0.0001555813232877
2019-12-26,2019-12-27,9.080479525486398e-05
2019-12-27,2019-12-28,6.64940718992127e-05
2019-12-28,2019-12-29,8.053915245153277e-05
2019-12-29,2019-12-30,-3.706587255570228e-06
2019-12-30,2019-12-31,5.587984313944631e-05
2019-12-31,2020-01-01,-3.16976321224565e-05
2020-01-01,2020-01-02,9.034290529466052e-05
2020-01-02,2020-01-03,5.075598463890353e-05
2020-01-03,2020-01-04,0.0001002457589729
2020-01-04,2020-01-05,3.286016579496975e-05
2020-01-05,2020-01-06,3.071760518502251e-05
2020-01-06,2020-01-07,5.171894930858534e-05
2020-01-07,2020-01-08,5.4403012187706526e-05
2020-01-08,2020-01-09,4.286209778128145e-05
2020-01-09,2020-01-10,5.750193863655609e-05
2020-01-10,2020-01-11,0.0001446769434324
2020-01-11,2020-01-12,5.456565375552206e-05
2020-01-12,2020-01-13,4.9088348810138415e-05
2020-01-13,2020-01-14,5.641005532275563e-05
2020-01-14,2020-01-15,2.0383452845553944e-05
2020-01-15,2020-01-16,0.0001958479692669
2020-01-16,2020-01-17,0.000238841770169
2020-01-17,2020-01-18,8.813055511067979e-05
2020-01-18,2020-01-19,-0.0001210906193591
2020-01-19,2020-01-20,1.5958878447645566e-05
2020-01-20,2020-01-21,7.00480835353131e-05
2020-01-21,2020-01-22,-8.7612250354141e-05
2020-01-22,2020-01-23,5.571532590899909e-05
2020-01-23,2020-01-24,9.612233952793758e-06
2020-01-24,2020-01-25,7.44683138271029e-05
2020-01-25,2020-01-26,6.006358222640914e-06
2020-01-26,2020-01-27,5.19873079894593e-05
2020-01-27,2020-01-28,4.1892133666419185e-05
2020-01-28,2020-01-29,8.374860540961439e-05
2020-01-29,2020-01-30,3.1758298437023246e-05
2020-01-30,2020-01-31,0.000177316703707
2020-01-31,2020-02-01,8.111505017887429e-05
2020-02-01,2020-02-02,0.0001275456630456
2020-02-02,2020-02-03,0.0001045692780518
2020-02-03,2020-02-04,4.360020830063149e-05
2020-02-04,2020-02-05,5.8676314230699944e-05
2020-02-05,2020-02-06,4.093062281698901e-05
2020-02-06,2020-02-07,4.093062281698901e-05
2020-02-07,2020-02-08,7.834578352812168e-05
2020-02-08,2020-02-09,7.095446915914204e-05
2020-02-09,2020-02-10,8.279895583324826e-05
2020-02-10,2020-02-11,3.258561612314903e-05
2020-02-11,2020-02-12,8.469118547655709e-05
2020-02-12,2020-02-13,0.00010517821791054124
2020-02-13,2020-02-14,0.00011129654453333443
2020-02-14,2020-02-15,0.000105294711881183
2020-02-15,2020-02-16,0.0002192167207177
2020-02-16,2020-02-17,0.0001738607243169
2020-02-17,2020-02-18,6.738023361729804e-05
2020-02-18,2020-02-19,7.764632267534397e-05
2020-02-19,2020-02-20,9.705933981630156e-05
2020-02-20,2020-02-21,9.322454309825006e-05
2020-02-21,2020-02-22,-1.1706729305432708e-05
2020-02-22,2020-02-23,8.944868384302073e-05
2020-02-23,2020-02-24,9.150359658567391e-05
2020-02-24,2020-02-25,2.3705826643229587e-05
2020-02-25,2020-02-26,-0.0001004850842313
2020-02-26,2020-02-27,-7.531724253752748e-06
2020-02-27,2020-02-28,0.0001556920124053
2020-02-28,2020-02-29,6.948376424015877e-05
2020-02-29,2020-03-01,6.948376424015877e-05
2020-03-01,2020-03-02,0.0001329402190532
2020-03-02,2020-03-03,0.000129308743732
2020-03-03,2020-03-04,0.0001848547757802
2020-03-04,2020-03-05,0.000184690133693
2020-03-05,2020-03-06,0.0003363731704373
2020-03-06,2020-03-07,0.00010278413439537442
2020-03-07,2020-03-08,-5.1007204990354926e-05
2020-03-08,2020-03-09,5.330940064654864e-05
2020-03-09,2020-03-10,6.82279003338169e-05
2020-03-10,2020-03-11,0.0001248023761577
2020-03-11,2020-03-12,0.0001248777646536
2020-03-12,2020-03-13,-2.0343255298297407e-05
2020-03-13,2020-03-14,0.0002353223210593
2020-03-14,2020-03-15,3.582159084664173e-05
2020-03-15,2020-03-16,0.00011839830277728114
2020-03-16,2020-03-17,6.545394717250019e-05
2020-03-17,2020-03-18,0.00011186524337432959
2020-03-18,2020-03-19,8.431029709754512e-05
2020-03-19,2020-03-20,0.0001276758152656
2020-03-20,2020-03-21,6.928370223774921e-05
2020-03-21,2020-03-22,0.0001565599487978
2020-03-22,2020-03-23,0.0001884498160819
2020-03-23,2020-03-24,0.0001656312610936
2020-03-24,2020-03-25,9.164952701908358e-05
2020-03-25,2020-03-26,0.0001526157196283
2020-03-26,2020-03-27,0.0002186464541692
2020-03-27,2020-03-28,0.0001317307401491
2020-03-28,2020-03-29,6.423275634403234e-05
2020-03-29,2020-03-30,0.0001418242076792
2020-03-30,2020-03-31,0.0001390404609748
2020-03-31,2020-04-01,0.00013320390050291616
2020-04-01,2020-04-02,0.0002099940170326
2020-04-02,2020-04-03,0.000152358837902
2020-04-03,2020-04-04,9.474364346449804e-05
2020-04-04,2020-04-05,0.00014672903002585491
2020-04-05,2020-04-06,0.0002426330736043
2020-04-06,2020-04-07,5.822557351268709e-05
2020-04-07,2020-04-08,0.0001062592640366
2020-04-08,2020-04-09,0.0002072563263751
2020-04-09,2020-04-10,0.0001874333323758
2020-04-10,2020-04-11,0.000201808368208
2020-04-11,2020-04-12,0.0001063412346534
2020-04-12,2020-04-13,0.00015399319498491542
2020-04-13,2020-04-14,0.0001066438489942
2020-04-14,2020-04-15,0.00015215432001447138
2020-04-15,2020-04-16,7.197404181715132e-05
2020-04-16,2020-04-17,0.00013960704954033967
2020-04-17,2020-04-18,9.554154991105912e-05
2020-04-18,2020-04-19,5.243860177530103e-05
2020-04-19,2020-04-20,-5.382137991659866e-05
2020-04-20,2020-04-21,0.0002623555580237
2020-04-21,2020-04-22,9.074692903327894e-05
2020-04-22,2020-04-23,0.00012079258284094472
2020-04-23,2020-04-24,0.00011214620848752918
2020-04-24,2020-04-25,0.0002929819587795
2020-04-25,2020-04-26,0.0001028752481266
2020-04-26,2020-04-27,0.0002424737181477
2020-04-27,2020-04-28,0.0002225938827272
2020-04-28,2020-04-29,0.0001115760017718
2020-04-29,2020-04-30,0.0001115760017718
2020-04-30,2020-05-01,0.0001334557443908
2020-05-01,2020-05-02,0.0002303620272833
2020-05-02,2020-05-03,0.00017638830911807346
2020-05-03,2020-05-04,0.0001183380002344
2020-05-04,2020-05-05,0.00020330731707205262
2020-05-05,2020-05-06,0.000189740166654
2020-05-06,2020-05-07,0.00020730181673896003
2020-05-07,2020-05-08,0.0001975178556425
2020-05-08,2020-05-09,3.946896660289914e-05
2020-05-09,2020-05-10,0.0002397835620839
2020-05-10,2020-05-11,0.0001712400589183
2020-05-11,2020-05-12,8.120374744529855e-05
2020-05-12,2020-05-13,0.00017648250457286344
2020-05-13,2020-05-14,0.00015126861310271977
2020-05-14,2020-05-15,2.8315683298340157e-05
2020-05-15,2020-05-16,0.0001572533347561
2020-05-16,2020-05-17,0.00013587348618174867
2020-05-17,2020-05-18,0.0002433840872537
2020-05-18,2020-05-19,0.00014976749585055975
2020-05-19,2020-05-20,0.00014976749585055975
2020-05-20,2020-05-21,0.0001768808920934
2020-05-21,2020-05-22,0.0001885073321254
2020-05-22,2020-05-23,0.0001088635679622
2020-05-23,2020-05-24,7.625441184520259e-05
2020-05-24,2020-05-25,0.0001076155101142
2020-05-25,2020-05-26,0.00012980872965487127
2020-05-26,2020-05-27,0.0002168448480327
2020-05-27,2020-05-28,0.0001448799630534714
2020-05-28,2020-05-29,0.0001121724778957
2020-05-29,2020-05-30,0.00015419738467540027
2020-05-30,2020-05-31,0.0001301384771694
2020-05-31,2020-06-01,0.0001511846227213225
2020-06-01,2020-06-02,0.0001167776480883
2020-06-02,2020-06-03,0.0002132776312111
2020-06-03,2020-06-04,0.0001826095314686
2020-06-04,2020-06-05,0.0001289793621539
2020-06-05,2020-06-06,8.487577224364211e-05
2020-06-06,2020-06-07,0.00013695456702227446
2020-06-07,2020-06-08,0.0001544625886797
2020-06-08,2020-06-09,0.000148904259660338
2020-06-09,2020-06-10,7.788785326075869e-05
2020-06-10,2020-06-11,0.0001845606892772
2020-06-11,2020-06-12,0.0001385742031448301
2020-06-12,2020-06-13,0.00014150772817251122
2020-06-13,2020-06-14,0.0001241180255925
2020-06-14,2020-06-15,0.0001327978281076
2020-06-15,2020-06-16,0.0001718309315453
2020-06-16,2020-06-17,0.0001962688222185
2020-06-17,2020-06-18,0.0001097679227923
2020-06-18,2020-06-19,0.0001935549995856
2020-06-19,2020-06-20,9.696947364222372e-05
2020-06-20,2020-06-21,5.175335096376786e-05
2020-06-21,2020-06-22,0.00013581568051504092
2020-06-22,2020-06-23,7.857945020449575e-05
2020-06-23,2020-06-24,0.00012891721338093148
2020-06-24,2020-06-25,0.0001972753672081
2020-06-25,2020-06-26,0.0002396779781662
2020-06-26,2020-06-27,0.00014478128636605337
2020-06-27,2020-06-28,3.076221298059416e-05
2020-06-28,2020-06-29,5.844839255170251e-05
2020-06-29,2020-06-30,9.030847176585064e-05
2020-06-30,2020-07-01,0.0002463645834544
2020-07-01,2020-07-02,-5.970363291286597e-05
2020-07-02,2020-07-03,0.0002076354156992
2020-07-03,2020-07-04,0.00011255191488396987
2020-07-04,2020-07-05,0.0002296398570177
2020-07-05,2020-07-06,0.0001048803273274
2020-07-06,2020-07-07,0.0002118758135161
2020-07-07,2020-07-08,0.0001489326523148
2020-07-08,2020-07-09,0.0001421747865907651
2020-07-09,2020-07-10,9.8566108454983e-05
2020-07-10,2020-07-11,0.0003066832134006
2020-07-11,2020-07-12,0.00013953278463087204
2020-07-12,2020-07-13,0.000113621385385
2020-07-13,2020-07-14,0.0002085770419565
2020-07-14,2020-07-15,0.0001361865001512
2020-07-15,2020-07-16,0.00015517224384641972
2020-07-16,2020-07-17,4.177796057257493e-05
2020-07-17,2020-07-18,4.177796057257493e-05
2020-07-18,2020-07-19,5.023416296985129e-05
2020-07-19,2020-07-20,0.00016416987719475537
2020-07-20,2020-07-21,8.774661446167934e-05
2020-07-21,2020-07-22,0.00015768591227604886
2020-07-22,2020-07-23,0.0001577438751808
2020-07-23,2020-07-24,-5.744974275987273e-06
2020-07-24,2020-07-25,6.339939942132575e-05
2020-07-25,2020-07-26,0.0001238075448916244
2020-07-26,2020-07-27,0.0001238075448916244
2020-07-27,2020-07-28,0.00012493934039236045
2020-07-28,2020-07-29,0.000114484627696843
2020-07-29,2020-07-30,0.00011138436020336342
2020-07-30,2020-07-31,0.00011138436020336342
2020-07-31,2020-08-01,5.988289440422733e-06
2020-08-01,2020-08-02,5.9894561199681974e-05
